endpoint,allowed_http_methods,argument_count,arguments,return_type,auto_settings_capable,permissions_required,has_doc_string
validate_rcon_server_settings_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_rcon_server_settings_config,false
validate_real_vip_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_real_vip_config,false
validate_scoreboard_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_scorebot_config,false
validate_seed_vip_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_seed_vip_config,false
validate_server_name_change_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_server_name_change_config,false
validate_standard_broadcast_messages,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_standard_broadcast_messages,false
validate_standard_punishments_messages,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_standard_punishment_messages,false
validate_standard_welcome_messages,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_standard_welcome_messages,false
validate_steam_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_steam_config,false
validate_tk_ban_on_connect_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_tk_ban_on_connect_config,false
validate_vac_game_bans_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_vac_game_bans_config,false
validate_votekick_autotoggle_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_votekick_autotoggle_config,false
validate_votemap_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_votemap_config,false
validate_watch_killrate_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_watch_killrate_config,false
validate_watchlist_discord_webhooks_config,POST,4,by|config|reset_to_default|kwargs,<class 'bool'>,true,api.can_change_watchlist_discord_webhooks_config,false
watch_player,POST,4,player_id|reason|by|player_name,<class 'bool'>,true,api.can_add_player_watch,false
